mask,name,tier,elements,graph_id,resolve_mechanics,death_mechanics
0x23,Cinder Rime Miasma Confluence,Compound,Fire + Cold + Toxic,cfa40b492a995335,BuildupWave[Fire->Fire|m=0.790|r=3.420|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.462|d=4.350|n=6|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=3.420|d=0.930|n=1|delay=0.000]; ShardNova[Cold->Cold|m=0.600|r=4.220|d=1.800|n=8|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=2.804|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.420|d=5.500|n=2|delay=0.000]; ThermalCycle[Fire->Fire|Cold|m=0.920|r=3.200|d=3.800|n=5|delay=0.120]; Stagger[Physical->Fire|Cold|m=0.350|r=3.000|d=1.200|n=1|delay=0.000]; DelayedEcho[Fire->Fire|Toxic|m=1.050|r=4.200|d=0.000|n=2|delay=0.380]; SplitFields[Toxic->Fire|Toxic|m=0.480|r=3.600|d=4.500|n=4|delay=0.000]; SplitFields[Cold->Cold|Toxic|m=0.420|r=3.600|d=5.200|n=5|delay=0.000]; DelayedEcho[Toxic->Cold|Toxic|m=0.720|r=4.100|d=0.000|n=3|delay=0.520]; Rebound[Fire->Fire|Cold|Toxic|m=0.900|r=4.600|d=4.450|n=6|delay=0.490],Burst[Fire->Fire|Cold|Toxic|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Cold|Toxic|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; PulseNova[Fire->Fire|Cold|Toxic|m=0.775|r=4.600|d=4.050|n=6|delay=0.380]; SplitFields[Fire->Fire|Cold|Toxic|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=4.550|d=1.180|n=1|delay=0.000]
0x43,Cinder Rime Umbral Tempest,Compound,Fire + Cold + Void,024899ab7905b92f,BuildupWave[Fire->Fire|m=0.790|r=3.580|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.578|d=4.350|n=6|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=3.580|d=0.930|n=1|delay=0.000]; ShardNova[Cold->Cold|m=0.600|r=4.380|d=1.800|n=8|delay=0.000]; Pull[Void->Void|m=0.590|r=4.280|d=0.000|n=1|delay=0.000]; DelayedEcho[Void->Void|m=0.600|r=4.080|d=0.000|n=2|delay=0.400]; ThermalCycle[Fire->Fire|Cold|m=0.920|r=3.200|d=3.800|n=5|delay=0.120]; Stagger[Physical->Fire|Cold|m=0.350|r=3.000|d=1.200|n=1|delay=0.000]; Compression[Void->Fire|Void|m=0.720|r=4.500|d=1.400|n=2|delay=0.240]; Field[Fire->Fire|Void|m=0.440|r=3.000|d=4.800|n=5|delay=0.000]; Compression[Void->Cold|Void|m=0.640|r=4.800|d=1.800|n=3|delay=0.200]; Freeze[Cold->Cold|Void|m=0.000|r=4.000|d=1.600|n=1|delay=0.000]; SplitFields[Fire->Fire|Cold|Void|m=0.900|r=4.600|d=4.450|n=6|delay=0.490],Burst[Fire->Fire|Cold|Void|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Cold|Void|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; PulseNova[Fire->Fire|Cold|Void|m=0.750|r=4.430|d=4.250|n=6|delay=0.270]; SplitFields[Fire->Fire|Cold|Void|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=4.550|d=1.180|n=1|delay=0.000]; Pull[Void->Void|m=0.720|r=5.700|d=0.000|n=1|delay=0.000]
0x0D,Cinder Volt Ruin Maelstrom,Compound,Fire + Lightning + Physical,6c131b3cb499f7ec,BuildupWave[Fire->Fire|m=0.790|r=3.500|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.520|d=4.350|n=6|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.300|d=0.000|n=5|delay=0.000]; Push[Physical->Physical|m=0.630|r=3.500|d=0.000|n=1|delay=0.000]; Vulnerability[Physical->Physical|m=0.134|r=3.500|d=2.250|n=1|delay=0.000]; OrbitingNodes[Lightning->Fire|Lightning|m=0.780|r=4.200|d=4.500|n=3|delay=0.000]; ChainArc[Fire->Fire|Lightning|m=0.720|r=5.200|d=0.000|n=4|delay=0.000]; Rebound[Physical->Fire|Physical|m=0.850|r=4.000|d=1.000|n=2|delay=0.220]; Field[Fire->Fire|Physical|m=0.380|r=2.500|d=3.200|n=4|delay=0.000]; PulseNova[Lightning->Lightning|Physical|m=0.800|r=4.800|d=2.400|n=4|delay=0.050]; Push[Physical->Lightning|Physical|m=0.900|r=4.400|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Lightning|Physical|m=0.750|r=4.260|d=3.850|n=5|delay=0.160],Burst[Fire->Fire|Lightning|Physical|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Lightning|Physical|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Lightning|Physical|m=0.875|r=4.600|d=4.050|n=5|delay=0.490]; SplitFields[Fire->Fire|Lightning|Physical|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Fire|Lightning|Physical|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]
0x15,Cinder Volt Crimson Cascade,Compound,Fire + Lightning + Blood,bcccfc8a992ce01c,BuildupWave[Fire->Fire|m=0.790|r=3.420|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.462|d=4.350|n=6|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.220|d=0.000|n=5|delay=0.000]; Execute[Blood->Blood|m=0.390|r=3.420|d=0.000|n=1|delay=0.000]; BuildupWave[Blood->Blood|m=0.710|r=3.420|d=5.000|n=2|delay=0.000]; OrbitingNodes[Lightning->Fire|Lightning|m=0.780|r=4.200|d=4.500|n=3|delay=0.000]; ChainArc[Fire->Fire|Lightning|m=0.720|r=5.200|d=0.000|n=4|delay=0.000]; Execute[Blood->Fire|Blood|m=0.620|r=3.300|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Blood|m=0.580|r=4.000|d=4.500|n=3|delay=0.000]; ChainArc[Blood->Lightning|Blood|m=0.720|r=5.500|d=0.000|n=5|delay=0.000]; Contagion[Lightning->Lightning|Blood|m=0.480|r=4.200|d=4.000|n=4|delay=0.000]; TrailLine[Fire->Fire|Lightning|Blood|m=0.750|r=4.260|d=3.850|n=7|delay=0.160],Burst[Fire->Fire|Lightning|Blood|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Lightning|Blood|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Lightning|Blood|m=0.750|r=4.770|d=4.450|n=8|delay=0.380]; SplitFields[Fire->Fire|Lightning|Blood|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Fire|Lightning|Blood|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]
0x25,Cinder Volt Miasma Confluence,Compound,Fire + Lightning + Toxic,56485079525b4f8c,BuildupWave[Fire->Fire|m=0.790|r=3.500|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.520|d=4.350|n=6|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.300|d=0.000|n=5|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=2.870|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.500|d=5.500|n=2|delay=0.000]; OrbitingNodes[Lightning->Fire|Lightning|m=0.780|r=4.200|d=4.500|n=3|delay=0.000]; ChainArc[Fire->Fire|Lightning|m=0.720|r=5.200|d=0.000|n=4|delay=0.000]; DelayedEcho[Fire->Fire|Toxic|m=1.050|r=4.200|d=0.000|n=2|delay=0.380]; SplitFields[Toxic->Fire|Toxic|m=0.480|r=3.600|d=4.500|n=4|delay=0.000]; Field[Lightning->Lightning|Toxic|m=0.520|r=3.800|d=5.500|n=7|delay=0.000]; ChainArc[Toxic->Lightning|Toxic|m=0.660|r=5.800|d=0.000|n=5|delay=0.000]; Contagion[Fire->Fire|Lightning|Toxic|m=0.750|r=4.260|d=3.850|n=7|delay=0.160],Burst[Fire->Fire|Lightning|Toxic|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Lightning|Toxic|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Lightning|Toxic|m=0.750|r=4.430|d=3.850|n=6|delay=0.490]; SplitFields[Fire->Fire|Lightning|Toxic|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Fire|Lightning|Toxic|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]
0x45,Cinder Volt Umbral Tempest,Compound,Fire + Lightning + Void,84815b64dec6b2fa,BuildupWave[Fire->Fire|m=0.790|r=3.660|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.635|d=4.350|n=6|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.460|d=0.000|n=5|delay=0.000]; Pull[Void->Void|m=0.590|r=4.360|d=0.000|n=1|delay=0.000]; DelayedEcho[Void->Void|m=0.600|r=4.160|d=0.000|n=2|delay=0.400]; OrbitingNodes[Lightning->Fire|Lightning|m=0.780|r=4.200|d=4.500|n=3|delay=0.000]; ChainArc[Fire->Fire|Lightning|m=0.720|r=5.200|d=0.000|n=4|delay=0.000]; Compression[Void->Fire|Void|m=0.720|r=4.500|d=1.400|n=2|delay=0.240]; Field[Fire->Fire|Void|m=0.440|r=3.000|d=4.800|n=5|delay=0.000]; OrbitingNodes[Void->Lightning|Void|m=0.750|r=4.800|d=5.000|n=4|delay=0.000]; Pull[Void->Lightning|Void|m=0.620|r=5.200|d=0.000|n=1|delay=0.000]; TrailLine[Void->Fire|Lightning|Void|m=0.750|r=4.260|d=3.850|n=7|delay=0.160],Burst[Void->Fire|Lightning|Void|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Void->Fire|Lightning|Void|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Void->Fire|Lightning|Void|m=0.925|r=4.260|d=4.250|n=5|delay=0.380]; SplitFields[Void->Fire|Lightning|Void|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Fire|Lightning|Void|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]; Pull[Void->Void|m=0.720|r=5.700|d=0.000|n=1|delay=0.000]
0x19,Cinder Ruin Crimson Confluence,Compound,Fire + Physical + Blood,699c207dec61672c,BuildupWave[Fire->Fire|m=0.790|r=3.500|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.520|d=4.350|n=6|delay=0.000]; Push[Physical->Physical|m=0.630|r=3.500|d=0.000|n=1|delay=0.000]; Vulnerability[Physical->Physical|m=0.134|r=3.500|d=2.250|n=1|delay=0.000]; Execute[Blood->Blood|m=0.390|r=3.500|d=0.000|n=1|delay=0.000]; BuildupWave[Blood->Blood|m=0.710|r=3.500|d=5.000|n=2|delay=0.000]; Rebound[Physical->Fire|Physical|m=0.850|r=4.000|d=1.000|n=2|delay=0.220]; Field[Fire->Fire|Physical|m=0.380|r=2.500|d=3.200|n=4|delay=0.000]; Execute[Blood->Fire|Blood|m=0.620|r=3.300|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Blood|m=0.580|r=4.000|d=4.500|n=3|delay=0.000]; DetonateBuildup[Physical->Physical|Blood|m=0.800|r=4.000|d=0.000|n=1|delay=0.000]; Push[Blood->Physical|Blood|m=0.760|r=4.200|d=0.000|n=1|delay=0.000]; Contagion[Physical->Fire|Physical|Blood|m=0.850|r=4.260|d=4.250|n=8|delay=0.380],Burst[Physical->Fire|Physical|Blood|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Physical->Fire|Physical|Blood|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Physical->Fire|Physical|Blood|m=0.900|r=4.600|d=4.450|n=7|delay=0.270]; SplitFields[Physical->Fire|Physical|Blood|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]
0x29,Cinder Ruin Miasma Cascade,Compound,Fire + Physical + Toxic,e9233617dd0cf8a2,BuildupWave[Fire->Fire|m=0.790|r=3.580|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.578|d=4.350|n=6|delay=0.000]; Push[Physical->Physical|m=0.630|r=3.580|d=0.000|n=1|delay=0.000]; Vulnerability[Physical->Physical|m=0.134|r=3.580|d=2.250|n=1|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=2.936|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.580|d=5.500|n=2|delay=0.000]; Rebound[Physical->Fire|Physical|m=0.850|r=4.000|d=1.000|n=2|delay=0.220]; Field[Fire->Fire|Physical|m=0.380|r=2.500|d=3.200|n=4|delay=0.000]; DelayedEcho[Fire->Fire|Toxic|m=1.050|r=4.200|d=0.000|n=2|delay=0.380]; SplitFields[Toxic->Fire|Toxic|m=0.480|r=3.600|d=4.500|n=4|delay=0.000]; SplitFields[Toxic->Physical|Toxic|m=0.550|r=4.200|d=5.000|n=6|delay=0.000]; Push[Physical->Physical|Toxic|m=0.580|r=4.800|d=0.000|n=1|delay=0.000]; OrbitingNodes[Toxic->Fire|Physical|Toxic|m=0.850|r=4.260|d=4.250|n=8|delay=0.380],Burst[Toxic->Fire|Physical|Toxic|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Toxic->Fire|Physical|Toxic|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Toxic->Fire|Physical|Toxic|m=0.900|r=4.770|d=4.450|n=5|delay=0.490]; SplitFields[Toxic->Fire|Physical|Toxic|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]
0x49,Cinder Ruin Umbral Maelstrom,Compound,Fire + Physical + Void,9ea9e3f04d220513,BuildupWave[Fire->Fire|m=0.790|r=3.740|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.693|d=4.350|n=6|delay=0.000]; Push[Physical->Physical|m=0.630|r=3.740|d=0.000|n=1|delay=0.000]; Vulnerability[Physical->Physical|m=0.134|r=3.740|d=2.250|n=1|delay=0.000]; Pull[Void->Void|m=0.590|r=4.440|d=0.000|n=1|delay=0.000]; DelayedEcho[Void->Void|m=0.600|r=4.240|d=0.000|n=2|delay=0.400]; Rebound[Physical->Fire|Physical|m=0.850|r=4.000|d=1.000|n=2|delay=0.220]; Field[Fire->Fire|Physical|m=0.380|r=2.500|d=3.200|n=4|delay=0.000]; Compression[Void->Fire|Void|m=0.720|r=4.500|d=1.400|n=2|delay=0.240]; Field[Fire->Fire|Void|m=0.440|r=3.000|d=4.800|n=5|delay=0.000]; Compression[Void->Physical|Void|m=0.900|r=5.000|d=1.200|n=3|delay=0.180]; DelayedEcho[Physical->Physical|Void|m=0.820|r=4.400|d=0.000|n=2|delay=0.440]; Contagion[Physical->Fire|Physical|Void|m=0.850|r=4.260|d=4.250|n=8|delay=0.380],Burst[Physical->Fire|Physical|Void|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Physical->Fire|Physical|Void|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Physical->Fire|Physical|Void|m=0.875|r=4.770|d=4.050|n=5|delay=0.380]; SplitFields[Physical->Fire|Physical|Void|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; Pull[Void->Void|m=0.720|r=5.700|d=0.000|n=1|delay=0.000]
0x31,Cinder Crimson Miasma Bloom,Compound,Fire + Blood + Toxic,5f4d381b110f883b,BuildupWave[Fire->Fire|m=0.790|r=3.420|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.462|d=4.350|n=6|delay=0.000]; Execute[Blood->Blood|m=0.390|r=3.420|d=0.000|n=1|delay=0.000]; BuildupWave[Blood->Blood|m=0.710|r=3.420|d=5.000|n=2|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=2.804|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.420|d=5.500|n=2|delay=0.000]; Execute[Blood->Fire|Blood|m=0.620|r=3.300|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Blood|m=0.580|r=4.000|d=4.500|n=3|delay=0.000]; DelayedEcho[Fire->Fire|Toxic|m=1.050|r=4.200|d=0.000|n=2|delay=0.380]; SplitFields[Toxic->Fire|Toxic|m=0.480|r=3.600|d=4.500|n=4|delay=0.000]; Contagion[Toxic->Blood|Toxic|m=0.820|r=5.000|d=5.500|n=6|delay=0.000]; Execute[Blood->Blood|Toxic|m=0.480|r=4.000|d=0.000|n=1|delay=0.000]; Contagion[Blood->Fire|Blood|Toxic|m=0.850|r=4.260|d=4.250|n=6|delay=0.380],Burst[Blood->Fire|Blood|Toxic|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Blood->Fire|Blood|Toxic|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Blood->Fire|Blood|Toxic|m=0.775|r=4.260|d=4.250|n=8|delay=0.380]; SplitFields[Blood->Fire|Blood|Toxic|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]
0x51,Cinder Crimson Umbral Cascade,Compound,Fire + Blood + Void,c22d6ec118e4f81d,BuildupWave[Fire->Fire|m=0.790|r=3.580|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.578|d=4.350|n=6|delay=0.000]; Execute[Blood->Blood|m=0.390|r=3.580|d=0.000|n=1|delay=0.000]; BuildupWave[Blood->Blood|m=0.710|r=3.580|d=5.000|n=2|delay=0.000]; Pull[Void->Void|m=0.590|r=4.280|d=0.000|n=1|delay=0.000]; DelayedEcho[Void->Void|m=0.600|r=4.080|d=0.000|n=2|delay=0.400]; Execute[Blood->Fire|Blood|m=0.620|r=3.300|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Blood|m=0.580|r=4.000|d=4.500|n=3|delay=0.000]; Compression[Void->Fire|Void|m=0.720|r=4.500|d=1.400|n=2|delay=0.240]; Field[Fire->Fire|Void|m=0.440|r=3.000|d=4.800|n=5|delay=0.000]; DelayedEcho[Void->Blood|Void|m=0.920|r=4.600|d=0.000|n=3|delay=0.460]; Execute[Blood->Blood|Void|m=0.550|r=4.200|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Blood|Void|m=0.850|r=4.260|d=4.250|n=6|delay=0.380],Burst[Fire->Fire|Blood|Void|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Blood|Void|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Blood|Void|m=0.750|r=4.260|d=3.850|n=8|delay=0.270]; SplitFields[Fire->Fire|Blood|Void|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; Pull[Void->Void|m=0.720|r=5.700|d=0.000|n=1|delay=0.000]
0x61,Cinder Miasma Umbral Confluence,Compound,Fire + Toxic + Void,3a23902849038b60,BuildupWave[Fire->Fire|m=0.790|r=3.740|d=4.500|n=2|delay=0.000]; Field[Fire->Fire|m=0.400|r=2.693|d=4.350|n=6|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=3.067|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.740|d=5.500|n=2|delay=0.000]; Pull[Void->Void|m=0.590|r=4.440|d=0.000|n=1|delay=0.000]; DelayedEcho[Void->Void|m=0.600|r=4.240|d=0.000|n=2|delay=0.400]; DelayedEcho[Fire->Fire|Toxic|m=1.050|r=4.200|d=0.000|n=2|delay=0.380]; SplitFields[Toxic->Fire|Toxic|m=0.480|r=3.600|d=4.500|n=4|delay=0.000]; Compression[Void->Fire|Void|m=0.720|r=4.500|d=1.400|n=2|delay=0.240]; Field[Fire->Fire|Void|m=0.440|r=3.000|d=4.800|n=5|delay=0.000]; Field[Void->Toxic|Void|m=0.600|r=4.500|d=6.000|n=8|delay=0.000]; Pull[Void->Toxic|Void|m=0.580|r=5.000|d=0.000|n=1|delay=0.000]; Contagion[Fire->Fire|Toxic|Void|m=0.850|r=4.260|d=4.250|n=6|delay=0.380],Burst[Fire->Fire|Toxic|Void|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Fire->Fire|Toxic|Void|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; TrailLine[Fire->Fire|Toxic|Void|m=0.750|r=4.430|d=3.850|n=6|delay=0.380]; SplitFields[Fire->Fire|Toxic|Void|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; Pull[Void->Void|m=0.720|r=5.700|d=0.000|n=1|delay=0.000]
0x0E,Rime Volt Ruin Cascade,Compound,Cold + Lightning + Physical,f8e58a5e346b92d1,Freeze[Cold->Cold|m=0.000|r=3.580|d=0.930|n=1|delay=0.000]; ShardNova[Cold->Cold|m=0.600|r=4.380|d=1.800|n=8|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.380|d=0.000|n=5|delay=0.000]; Push[Physical->Physical|m=0.630|r=3.580|d=0.000|n=1|delay=0.000]; Vulnerability[Physical->Physical|m=0.134|r=3.580|d=2.250|n=1|delay=0.000]; ChainArc[Lightning->Cold|Lightning|m=0.820|r=6.000|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|Lightning|m=0.000|r=3.400|d=1.100|n=1|delay=0.000]; ShardNova[Cold->Cold|Physical|m=0.850|r=5.000|d=2.000|n=10|delay=0.000]; Stagger[Physical->Cold|Physical|m=0.520|r=4.000|d=1.600|n=2|delay=0.000]; PulseNova[Lightning->Lightning|Physical|m=0.800|r=4.800|d=2.400|n=4|delay=0.050]; Push[Physical->Lightning|Physical|m=0.900|r=4.400|d=0.000|n=1|delay=0.000]; DetonateBuildup[Cold->Cold|Lightning|Physical|m=0.775|r=4.430|d=3.850|n=5|delay=0.160],Burst[Cold->Cold|Lightning|Physical|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Cold->Cold|Lightning|Physical|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; Compression[Cold->Cold|Lightning|Physical|m=0.750|r=4.600|d=4.050|n=7|delay=0.160]; SplitFields[Cold->Cold|Lightning|Physical|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Cold|Lightning|Physical|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=4.550|d=1.180|n=1|delay=0.000]
0x16,Rime Volt Crimson Bloom,Compound,Cold + Lightning + Blood,efff130668cdadaa,Freeze[Cold->Cold|m=0.000|r=3.420|d=0.930|n=1|delay=0.000]; ShardNova[Cold->Cold|m=0.600|r=4.220|d=1.800|n=8|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.220|d=0.000|n=5|delay=0.000]; Execute[Blood->Blood|m=0.390|r=3.420|d=0.000|n=1|delay=0.000]; BuildupWave[Blood->Blood|m=0.710|r=3.420|d=5.000|n=2|delay=0.000]; ChainArc[Lightning->Cold|Lightning|m=0.820|r=6.000|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|Lightning|m=0.000|r=3.400|d=1.100|n=1|delay=0.000]; ShardNova[Blood->Cold|Blood|m=0.680|r=4.400|d=2.400|n=8|delay=0.000]; Execute[Blood->Cold|Blood|m=0.520|r=3.800|d=0.000|n=1|delay=0.000]; ChainArc[Blood->Lightning|Blood|m=0.720|r=5.500|d=0.000|n=5|delay=0.000]; Contagion[Lightning->Lightning|Blood|m=0.480|r=4.200|d=4.000|n=4|delay=0.000]; ThermalCycle[Cold->Cold|Lightning|Blood|m=0.775|r=4.430|d=3.850|n=7|delay=0.160],Burst[Cold->Cold|Lightning|Blood|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Cold->Cold|Lightning|Blood|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; Compression[Cold->Cold|Lightning|Blood|m=0.850|r=4.770|d=4.450|n=6|delay=0.490]; SplitFields[Cold->Cold|Lightning|Blood|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Cold|Lightning|Blood|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=4.550|d=1.180|n=1|delay=0.000]
0x26,Rime Volt Miasma Crucible,Compound,Cold + Lightning + Toxic,26c16de076998718,Freeze[Cold->Cold|m=0.000|r=3.500|d=0.930|n=1|delay=0.000]; ShardNova[Cold->Cold|m=0.600|r=4.300|d=1.800|n=8|delay=0.000]; ChainArc[Lightning->Lightning|m=0.660|r=5.300|d=0.000|n=5|delay=0.000]; Field[Toxic->Toxic|m=0.420|r=2.870|d=5.550|n=7|delay=0.000]; BuildupWave[Toxic->Toxic|m=0.670|r=3.500|d=5.500|n=2|delay=0.000]; ChainArc[Lightning->Cold|Lightning|m=0.820|r=6.000|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|Lightning|m=0.000|r=3.400|d=1.100|n=1|delay=0.000]; SplitFields[Cold->Cold|Toxic|m=0.420|r=3.600|d=5.200|n=5|delay=0.000]; DelayedEcho[Toxic->Cold|Toxic|m=0.720|r=4.100|d=0.000|n=3|delay=0.520]; Field[Lightning->Lightning|Toxic|m=0.520|r=3.800|d=5.500|n=7|delay=0.000]; ChainArc[Toxic->Lightning|Toxic|m=0.660|r=5.800|d=0.000|n=5|delay=0.000]; DetonateBuildup[Toxic->Cold|Lightning|Toxic|m=0.775|r=4.430|d=3.850|n=7|delay=0.160],Burst[Toxic->Cold|Lightning|Toxic|m=1.320|r=4.760|d=0.000|n=1|delay=0.000]; DetonateBuildup[Toxic->Cold|Lightning|Toxic|m=1.020|r=4.900|d=0.000|n=1|delay=0.000]; Compression[Toxic->Cold|Lightning|Toxic|m=0.825|r=4.430|d=3.850|n=8|delay=0.160]; SplitFields[Toxic->Cold|Lightning|Toxic|m=0.650|r=4.500|d=6.100|n=5|delay=0.000]; ChainArc[Lightning->Cold|Lightning|Toxic|m=0.930|r=6.500|d=0.000|n=6|delay=0.000]; Freeze[Cold->Cold|m=0.000|r=4.550|d=1.180|n=1|delay=0.000]
